item_code_id,mdimcode,material,A1,category,A2,item.type,A3,item.ex,dispersion,dc_code,kw_mdsi,Source,kw_activity_group,kw_ldsi
668,1524,Other,Other,Other Materials,Other: Misc,"Soap, dry lubricant & glue",Dry lubricant & glue,"Other, Soap, lubricant, glue, dry, bath, bottles, sticks, cake, bar",Limited Dispersion,2,Unallocated,Litter,Individual Activities,Litter
682,1526,Other,Other,Other Materials,Other: Misc,"Wax (surf wax, candles, paraffin and similar)",Wax,"Other, wax, candles, surfboard, surf, board, paraffin, birthday, fire, lighters, citronella, tea, light",Encumbered Drift,3,Unallocated,Litter,Individual Activities,Litter
NA,1518,Other,Other,Other Materials,Other: Misc,Organic materials,Organic materials,"Other, organic, natural, materials, straw, bales, animal, manure, excreta, shit, fish, bait, dog, human, excrement, chalk, charcoal, fertiliser, bones, burnt, wood, coal, heat, beads, clay, hair",Does Not Disperse,1,Unallocated,Litter,Individual Activities,Dumping
664,1504,Other,Other,Other Materials,Other: Sanitary,"Sanitary (tissues, nappies, condoms, cotton buds)",Sanitary items,"Other, Sanitary, tissues, wipes, paper, nappies, nappy, napkins, tampons, applicators, condoms, cotton, buds, stems, sticks, toilet, wet",Does Not Disperse,1,Unallocated,Litter,Individual Activities,Litter
554,1906,Paper & cardboard,Paper & cardboard,Paper & Cardboard items,Paper: Packaging,Tetra packs & drink cartons,Drink cartons,"Paper, cardboard, tetra, packs, boxes, cartons, poppers, juice, milk, flavoured",Unencumbered Drift,4,Unallocated,Litter,Individual Consumption,Litter
615,1902,Paper & cardboard,Paper & cardboard,Paper & Cardboard items,Paper: Misc,"Newspaper, magazines & brochures","Newspaper, magazines & brochures","Paper, newspaper, magazines, advertising, brochures",Limited Dispersion,2,Unallocated,Litter,Individual Activities,Litter
616,1904,Paper & cardboard,Paper & cardboard,Paper & Cardboard items,Paper: Packaging,Paper & cardboard packaging,Paper  packaging,"Paper, cardboard, packaging, packets, boxes, cups, trays, wrapping, rolls, food, confection, fast, takeaway, coffee, waxed, sugar, napkins, plates, straw wrappers, cigarette, matches, toilet, roll, mcdonalds, hungry, jacks ",Limited Dispersion,2,Unallocated,Litter,Individual Consumption,Litter
617,1908,Paper & cardboard,Paper & cardboard,Paper & Cardboard items,Paper: Misc,"Miscellaneous paper, labels & tickets",Paper stubs,"Paper, miscelaneous, tickets, cards, books, remnants, bus, ferry, parking, receipts, labels, posters, office, a4, streamers, business, phone, telephone, bible ",Limited Dispersion,2,Unallocated,Litter,Individual Activities,Litter
38,1004,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,Cigarette lighters,Cigarette lighters,"Plastic, cigarette, lighters",Very Mobile,5,Unallocated,Litter,Individual Consumption,Litter
58,1018,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,Drug paraphernalia,Drug paraphernalia,"Plastic, drugs, paraphenalia, bongs, smoking, pipes, Marijuana",Limited Dispersion,2,Unallocated,Litter,Individual Consumption,Litter
557,1016,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,Childcare items,Childcare items,"Plastic, childcare, childrens, Dummies, pacifiers, baby, babies, carriers, pram, covers, seats, booster",Encumbered Drift,3,Unallocated,Litter,Individual Activities,Litter
559,1002,Plastic,Soft plastic,Plastic Consumer Items,Soft plastic: Consumer,Cigarette butts & filters,Cigarette butts,"Plastic, cigarette, butts, filters, cigar, tips",Limited Dispersion,2,Unallocated,Litter,Individual Consumption,Litter
569,1020,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Scrap,Fibreglass fragments,Fibreglass fragments,"Plastic, fibreglass, pieces, fragments, sheets, chunks, broken, surfboard",Unencumbered Drift,4,Unallocated,Dumping (land),Individual Activities,Dumping
618,1006,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,"Pens, markers & other plastic stationary",Plastic stationary,"Plastic, stationary, pens, biros, pencils, markers, sharpeners, folders, pins, erasers, blue tack, laminated sheets",Encumbered Drift,3,Unallocated,Litter,Individual Activities,Litter
626,1022,Plastic,Soft plastic,Plastic Consumer Items,Soft plastic: Consumer,"Plastic ceremonial & festive (wreaths, flowers)",Plastic ceremonial / festive,"Plastic, ceremonial, festive, decorative, decoration, artificial, flowers, wreaths, christmas, xmas, tinsel, religious, statues, relics, lights, fireworks, crackers, green tops, casing, tubes, sparklers",Encumbered Drift,3,Unallocated,Litter,"Events, Festivals & Ceremonies",Litter
634,1024,Plastic,Soft plastic,Plastic Consumer Items,Soft plastic: Medical,Plastic first aid materials & equipment (band aids),Plastic first aid,"Plastic, first, aid, materials, kits, equipment, band aids, bandaids, bandages",Limited Dispersion,2,Unallocated,Medical waste,Individual Activities,Litter
635,1026,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,Plastic furniture outdoor & camping,Plastic furniture (outdoor & camping),"Plastic, furniture, outdoor, camping, chairs, tables, fold, up, folding, toilet, pieces, seat, mat, deck, ",Limited Dispersion,2,Unallocated,Dumping (land),Individual Activities,Dumping
636,1028,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,"Plastic gardening items, implements & fittings",Plastic gardening items,"Plastic, gardening, items, implements, fittings, hoses, rakes, plant, pots, reticulation, astro, turf, grip, water, tank, parts, bits",Limited Dispersion,2,Unallocated,Dumping (land),Household Activities,Dumping
637,1030,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,"Plastic housewares, tablewares, house fittings",Plastic housewares,"Plastic, house, table, wares, fittings, pegs, kitchen, sponges, scourers, dustpans, brooms, brushes, salt & pepper, shakers, serving, platters, trays, pool, filter, catcher, basket, ice, pack, door, jam, squeegie, toilet, seat, vacuum, hose",Limited Dispersion,2,Unallocated,Dumping (land),Household Activities,Dumping
650,1032,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,Recreation & outdoor equipment,Recreation & outdoor equipment,"Outdoor, equipment, aids, attachments, gear, bags, lids, ropes, straps, pegs, nets, canopies, canopy, umbrella, sun, swim, backpacks, tents, surf, kites, board, body, leg, ankle, torches, flash, light, water, sports, boogie, scuba, pool, noodle",Encumbered Drift,3,Unallocated,Dumping (land),Individual Activities,Litter
671,1010,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,"Straws, confection sticks, cups, plates & cutlery",Straws & plastic cutlery,"Plastic, straws, sticks, cups, plates, cutlery, knife, knives, forks, spoons, confection, lollipop, stirrers",Very Mobile,5,Unallocated,Litter,Individual Consumption,Litter
679,1012,Plastic,Hard plastic,Plastic Consumer Items,Hard Plastic: Consumer,"Toothbrushes, brushes & combs, hair ties etc",Plastic brushes,"Plastic, toothbrushes, inhalers, brushes, combs, hair, ties, mosquito, wrist, bands, mouth, guards, razors",Unencumbered Drift,4,Unallocated,Dumping (land),Individual Activities,Dumping
680,1014,Plastic,Soft plastic,Plastic Consumer Items,Soft plastic: Consumer,"Toys, party poppers, ribbons, clips & similar",Plastic toys,"Plastic, toys, poppers, ribbons, clips, children, childs, adults, party, beach, balloon, dolls, golf, tee, nerf, gun, boxed, spades, boats, containers, blow up, dildo",Encumbered Drift,3,Unallocated,Litter,Individual Activities,Dumping
545,1302,Plastic,Other,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Other: Misc,Blasting items,Blasting items,"Plastic, blasting, construction, detonators, red, cord, clips, explosives, casing, fragments, tags",Encumbered Drift,3,Unallocated,Abandonment,"Commercial, Building & Construction",Indwaste
610,1314,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,"Municipal activities (tree guard, barrier fence etc)",Municipal activities,"Plastic, municipal, council, barrier, fence, fencing, fragments, tree, Guard, traffic, cones, string, cord, line, brush cutter, whipper, snipper, pit, covers, lids, cone, witches, hat, safety, barricade, footing, geotextile, wheelie, bin",Encumbered Drift,3,Unallocated,Abandonment,Municipal & Public Works,Abandonment
632,1320,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,"Plastic farming implements, devices & fittings",Plastic farming items,"Plastic, accessories, implements, devices, fittings, parts, tags, tubs, milking, ear, feed, ballcocks, herd",Limited Dispersion,2,Unallocated,Dumping (land),Farming,Dumping
640,1324,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,Plastic oddments,Plastic oddments,"Plastic, oddments, items, miscellaneous, objects, unidentified",Unencumbered Drift,4,Unallocated,Dumping (land),Individual Activities,Dumping
642,1326,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,"Plastic pipe PVC, irrigation & reticulation",Plastic pipes (PVC),"Plastic, poly, pipe, pvc, irrigation, reticulation, drainage, piping, electrical, conduit",Encumbered Drift,3,Unallocated,Dumping (land),"Commercial, Building & Construction",Dumping
647,1330,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,Plastic vehicle parts,Plastic vehicle parts,"Plastic, vehicle, parts, bits, pieces, accessories, fittings, automotive, car, motorbike, bike, truck, train, panels, reflectors, care, encased, casing, p plates, funnel, siphon, pump",Encumbered Drift,3,Unallocated,Dumping (land),Individual Activities,Dumping
653,1334,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Industrial / Commercial,Research items oceanic,Research items oceanic,"Plastic, beacons, apparatus, monitoring, artificial, habitat",Encumbered Drift,6,Unallocated,Abandonment,Research Activities,Abandonment
674,1338,Plastic,Hard plastic,"Plastic Industrial, Commercial, Shipping & Miscellaneous",Hard plastic: Medical,Syringes medical,Syringes,"Plastic, syringes, medical, injection, drug, diabetic, insulin",Unencumbered Drift,4,Unallocated,Medical waste,Individual Activities,Litter
546,1104,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,Bleach & cleaner bottles,Bleach & cleaner bottles,"Plastic, bleach, toilet, cleaner, washing, up, liquid, pump, spray",Very Mobile,5,Unallocated,Litter,Individual Activities,Litter
592,1106,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,"Lids & tops, pump spray, flow restrictor & similar",Hard plastic lids,"Plastic, Lids, caps, corks, stoppers, restrictors, pump, spray, tag, mechanism, champagne, wine, flow, bread",Unencumbered Drift,4,Unallocated,Litter,Individual Consumption,Litter
614,1136,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,"Packaging accessories (seals, reels, spools, handles)",Packaging accessories,"Plastic, packaging, accessories, reels, spools, seals, taps, handles, drum, crates, bread, milk, rollers, box, wheels, coat, hangers, crates, DVD, cases, clips",Unencumbered Drift,4,Unallocated,Litter,Individual Consumption,Litter
619,1108,Plastic,Soft plastic,Plastic Packaging Items,Soft plastic: Packaging,Personal care & pharmaceutical packaging,Personal care & pharmaceutical packaging,"Plastic, pharmaceutical, personal, care, packaging, sunscreen, lip, balm, shampoo, deodorant, insect, repellent, lipstick, medicine, bottles, supplements, treatments, eye, drops, ventolin, vasoline, cologne, ointment",Very Mobile,5,Unallocated,Litter,Individual Consumption,Litter
623,1110,Plastic,Soft plastic,Plastic Packaging Items,Soft plastic: Packaging,"Plastic bags supermarket, garbage, dog poo, ice",Plastic bags,"Plastic, bags, shopping, supermarket, garbage, dog, poo, ice, bin, liner, product, zip, lock",Limited Dispersion,2,Unallocated,Litter,Individual Consumption,Litter
627,1112,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,"Plastic containers non food (oil, sealant, chemical)",Plastic containers (non food),"Plastic, containers, non food, tubes, packets, bags, cases, oil, herbicide, farm chemicals, methylated, spirits, kerosene, grease, silicone, butyl, rubber, gap, filler, silica, gel, silicone, xylene, CD, hydraulic, film",Very Mobile,5,Unallocated,Dumping (land),"Commercial, Building & Construction",Dumping
628,1114,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,"Plastic drink bottles (water, juice, milk, soft drink)",Plastic drink bottles,"Plastic, drink, bottles, water, aerated, soft, fruit, juice, milk, carry ",Very Mobile,5,Unallocated,Litter,Individual Consumption,Litter
630,1142,Plastic,Soft plastic,Plastic Packaging Items,Soft plastic: Packaging,"Plastic drink package rings, six pack rings, ring carriers",Plastic drink packaging,"Plastic, packaging, six, 6, pack, rings, beverage, beer, carriers",Encumbered Drift,3,Unallocated,Litter,Individual Consumption,Litter
641,1118,Plastic,Soft plastic,Plastic Packaging Items,Soft plastic: Packaging,"Plastic packaging food (wrap, packets, containers)",Plastic packaging (food),"Plastic, packaging, wrap, film, cling, packets, tubs, containers, cups, pods, take away, fast, food, snack, confection, lolly, confectionary, energy, gel, sweets, mentos, fish, sauce, soy, coffee",Encumbered drift,3,Unallocated,Litter,Individual Consumption,Litter
648,1120,Plastic,Soft plastic,Plastic Packaging Items,Soft plastic: Packaging,Plastic wrap non food (bubble wrap etc),Plastic wrap (non-food),"Plastic, wrap, non food, bubble, packs, product, blister, covers, tickets, stickers, labels, parking, phone",Encumbered Drift,3,Unallocated,Dumping (land),Individual Consumption,Litter
673,1146,Plastic,Hard plastic,Plastic Packaging Items,Hard Plastic: Packaging,Synthetic cardboard (corflute) signs & packaging,Synthetic cardboard (corflute),"Plastic, cardboard, corflute, signs, packaging, materials, sheeting, boxes, vote, voting, real estate",Encumbered Drift,3,Unallocated,Dumping (land),"Commercial, Building & Construction",Dumping
658,2004,Rubber,Rubber,Rubber Items,Rubber: Consumer items,"Rubber balloons, balls & toys, elastic straps & bands",Balloons & rubber toys,"Rubber, balloons, balls, tennis, golf, koosh, toys, elastic, straps, luggage, bands, Jelly, party, eraser, occy, minion, hose, tube, pipe",Unencumbered Drift,4,Unallocated,Litter,Individual Activities,Litter
660,2006,Rubber,Rubber,Rubber Items,Rubber: Consumer items,Rubber footwear & thongs,Rubber footwear,"Rubber, footwear, thongs, flip flops, shoes, boots, soles, flippers, fins, diving, snorkeling, wellington, wellies",Unencumbered Drift,4,Unallocated,Litter,Individual Activities,Litter
662,2012,Rubber,Rubber,Rubber Items,Rubber: Misc,Rubber sheeting,Rubber sheeting,"Rubber, sheeting, Sheets, material, synthetic, manufacture, mats, matting, wet suit, neoprene, thong, cutoff",Encumbered Drift,3,Unallocated,Dumping (land),"Commercial, Building & Construction",Dumping
687,2108,Wood,Wood,Wood Items,Wood: Consumer,"Wooden confection sticks, pencils, matches etc",Wooden consumer items,"Wood, wooden, sticks, pencils, matches, picks, lids, cooking, ice cream, chopsticks, tooth, incense, cutlery, spoons, forks, steamer",Encumbered Drift,3,Unallocated,Litter,Individual Activities,Litter
688,2112,Wood,Wood,Wood Items,Wood: Furniture,Wooden furniture,Wooden furniture,"Wood, wooden, furniture, chairs, tables, wardrobes, TV cabinets, lounges, sofas, cupboards, doors, frames, remnants",Does Not Disperse,1,Unallocated,Dumping (land),Household Activities,Dumping
NA,8001,Microplastic,NA,Microplastic Surveys and Ratings,Other: Misc,Pollution Rating,Pollution Rating,,Encumbered Drift,3,,NA,NA,NA
NA,8001,Microplastic,NA,Microplastic Surveys and Ratings,Other: Misc,Microplastic Survey,Microplastic Survey,,Encumbered Drift,3,,NA,NA,NA
