event_id,item,total,note
23083,"Lids & tops, pump spray, flow restrictor & similar",1,
23083,Glass or ceramic broken,1,
23083,Plastic wrap non food (bubble wrap etc),1,1 x Coles Stikeez toys packaging
23083,"Foam cups, food packs & trays",1,
23083,"Wooden confection sticks, pencils, matches etc",1,
23083,Aluminium cans,1,1 x V Energy 
23082,Cigarette butts & filters,26,
23082,"Plastic packaging food (wrap, packets, containers)",24,"16 x confectionery, 1 x Mentos, 2 x takeaway, 3 x coffee cup lids, 2 x other food package"
23082,"Miscellaneous paper, labels & tickets",17,"3 x paper receipts, 14 x paper remnants"
23082,Plastic wrap non food (bubble wrap etc),14,12 x plastic cigarette pack wrap
23082,Paper & cardboard packaging,12,"1 x cardboard package, 4 x paper cups, 1 x Subway, 1 x Usames, 4 x takeaway, 1 x cardboard cigarette pack"
23082,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
23082,Aluminium cans,6,"1 x Coke, 1 x Fanta, 2 x Sunkist, 1 x Woodstock, 1 x Shani export drink"
23082,Occupational health & safety items,5,5 x gloves
23082,"Straws, confection sticks, cups, plates & cutlery",5,"1 x plastic cup, 4 x straws"
23082,"Foil wrappers, packets, bladders & alfoil",3,
23082,Foam insulation & packaging (whole and remnants),3,
23082,"Plastic bags supermarket, garbage, dog poo, ice",3,"1 x ziplock bag, 2 x other plastic bags"
23082,"Toys, party poppers, ribbons, clips & similar",3,
23082,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Coke, 1 x Seven Eleven waterbottle"
23082,"Sanitary (tissues, nappies, condoms, cotton buds)",2,1 x cotton bud stick
23082,Rubber remnants,1,
23082,Food scraps,1,
23082,Tetra packs & drink cartons,1,
23082,"Foam cups, food packs & trays",1,
23082,"Metal bottle caps, lids & pull tabs",1,
23082,"Toothbrushes, brushes & combs, hair ties etc",1,
23082,"Packaging accessories (seals, reels, spools, handles)",1,
23082,Plastic first aid materials & equipment (band aids),1,
23082,"Lids & tops, pump spray, flow restrictor & similar",1,
23081,"Miscellaneous paper, labels & tickets",26,"1 x paper receipt, 24 x paper remnants, 1 x miscellaneous paper"
23081,Cigarette butts & filters,22,
23081,Plastic wrap non food (bubble wrap etc),12,10 x plastic cigarette pack wrap
23081,"Plastic packaging food (wrap, packets, containers)",7,"5 x confectionery, 1 x takeaway, 1 x straw wrapper"
23081,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
23081,"Foil wrappers, packets, bladders & alfoil",3,
23081,"Straws, confection sticks, cups, plates & cutlery",2,"1 x cutlery, 1 x lollipop stick"
23081,Occupational health & safety items,2,2 x gloves
23081,Plastic bits & pieces hard & solid,2,
23081,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x garbage bag
23081,"Lids & tops, pump spray, flow restrictor & similar",1,
23081,Cigarette lighters,1,
23081,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
23081,Paper & cardboard packaging,1,1 x chewing gum wrapper
23080,"Miscellaneous paper, labels & tickets",19,"10 x paper receipts, 9 x paper remnants"
23080,Cigarette butts & filters,15,
23080,"Plastic packaging food (wrap, packets, containers)",9,"5 x confectionery, 1 x takeaway, 1 x coffee cup lid, 2 x other food package"
23080,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
23080,Paper & cardboard packaging,6,"1 x cardboard package, 1 x Subway, 1 x McDonalds, 3 x takeaway"
23080,"Foil wrappers, packets, bladders & alfoil",5,
23080,Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
23080,"Plastic packaging food (wrap, packets, containers)",3,"1 x Coco Bubble Tea straw wrapper, 1 x Share Bubble Tea straw wrapper, 1 x Lotus Chopsticks straw wrapper"
23080,Occupational health & safety items,2,2 x gloves
23080,"Lids & tops, pump spray, flow restrictor & similar",1,
23080,"Foam cups, food packs & trays",1,
23080,Aluminium cans,1,1 x Monster
23080,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23080,Paper & cardboard packaging,1,1 x chewing gum wrapper
23080,Glass or ceramic broken,1,
23079,Cigarette butts & filters,17,
23079,"Plastic packaging food (wrap, packets, containers)",12,"8 x confectionery, 1 x Mentos, 1 x straw wrapper, 1 x Chatime straw wrapper, 1 x Gatorade label"
23079,Plastic wrap non food (bubble wrap etc),10,7 x plastic cigarette pack wrap
23079,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
23079,"Miscellaneous paper, labels & tickets",3,"1 x paper receipt, 2 x paper remnants"
23079,Occupational health & safety items,3,"2 x gloves, 1 x earplugs packet"
23079,Paper & cardboard packaging,3,"1 x Subway, 2 x takeaway"
23079,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
23079,"Plastic bags supermarket, garbage, dog poo, ice",2,"1 x ziplock bag, 1 x other plastic bag"
23079,"Foil wrappers, packets, bladders & alfoil",2,
23079,"Lids & tops, pump spray, flow restrictor & similar",1,
23079,Aluminium cans,1,1 x Limca drink India
23079,Strapping band whole (record as single item),1,
23079,Plastic bits & pieces hard & solid,1,
23079,"Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
23079,Personal care & pharmaceutical packaging,1,
23078,Cigarette butts & filters,32,
23078,"Foil wrappers, packets, bladders & alfoil",7,
23078,Plastic wrap non food (bubble wrap etc),5,4 x plastic cigarette pack wrap
23078,"Plastic packaging food (wrap, packets, containers)",4,4 x confectionery
23078,"Plastic drink bottles (water, juice, milk, soft drink)",3,"2 x Coles waterbottles, 1 x Woolworths waterbottle"
23078,"Miscellaneous paper, labels & tickets",2,2 x paper remnants
23078,Occupational health & safety items,2,2 x earplugs
23078,"Lids & tops, pump spray, flow restrictor & similar",2,
23078,Personal care & pharmaceutical packaging,1,
23078,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
23078,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23078,Metal scrap & remnants,1,
23078,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
23078,Medical waste,1,
23077,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
23077,"Plastic packaging food (wrap, packets, containers)",4,"3 x confectionery, 1 x other food package"
23077,Foam insulation & packaging (whole and remnants),3,
23077,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
23077,Cigarette butts & filters,2,
23077,Metal motor vehicle parts & batteries,1,1 x Victorian car number plate UVK364 
23077,"Lids & tops, pump spray, flow restrictor & similar",1,
23077,Cable ties & plastic fasteners,1,
23077,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
23077,Paper & cardboard packaging,1,1 x takeaway
23076,"Plastic packaging food (wrap, packets, containers)",7,"4 x confectionery, 1 x straw wrapper, 1 x Mount Franklin waterbottle label, 1 x other food package"
23076,"Miscellaneous paper, labels & tickets",6,"2 x paper receipts, 1 x paper remnant, 3 x miscellaneous paper"
23076,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
23076,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
23076,Cigarette butts & filters,2,
23076,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
23076,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23076,Foam insulation & packaging (whole and remnants),1,
23075,Cigarette butts & filters,26,
23075,"Miscellaneous paper, labels & tickets",12,12 x paper remnants
23075,Plastic bits & pieces hard & solid,10,
23075,"Plastic packaging food (wrap, packets, containers)",7,"4 x confectionery, 1 x Mentos, 1 x Pump waterbottle label, 1 x other food package"
23075,Plastic wrap non food (bubble wrap etc),6,5 x plastic cigarette pack wrap
23075,"Tape adhesive, electrical, duct, hazard marker & rolls",6,
23075,Occupational health & safety items,4,4 x gloves
23075,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
23075,"Straws, confection sticks, cups, plates & cutlery",4,"2 x plastic cup, 1 x straw, 1 x McDonalds straw"
23075,"Plastic drink bottles (water, juice, milk, soft drink)",4,"1 x Dare Ice Coffee, 1 x Pump waterbottle, 1 x McWilliams white wine drink pouch"
23075,"Foil wrappers, packets, bladders & alfoil",3,
23075,Foam insulation & packaging (whole and remnants),3,
23075,"Lids & tops, pump spray, flow restrictor & similar",3,
23075,Aluminium cans,2,1 x Furphy beer
23075,"Plastic bags supermarket, garbage, dog poo, ice",2,"1 x ziplock bag, 1 x fruit and veg bag"
23075,"Cloth, clothing, hats & towels",2,
23075,Personal care & pharmaceutical packaging,1,1 x tablet pack
23075,Syringes medical,1,
23075,Plastic vehicle parts,1,
23075,"Toothbrushes, brushes & combs, hair ties etc",1,
23075,Rubber remnants,1,
23075,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
23074,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
23074,Cigarette butts & filters,2,
23074,Aluminium cans,1,1 x Coke
23074,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23074,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
23074,Paper & cardboard packaging,1,1 x cardboard package
23074,Foam insulation & packaging (whole and remnants),1,
23074,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
22643,Cigarette butts & filters,9,
22643,"Plastic packaging food (wrap, packets, containers)",5,5 x confectionery
22643,"Foil wrappers, packets, bladders & alfoil",4,
22643,"Lids & tops, pump spray, flow restrictor & similar",2,
22643,Plastic wrap non food (bubble wrap etc),2,1 x plastic cigarette pack wrap
22643,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
22643,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Free Mix
22642,"Miscellaneous paper, labels & tickets",13,13 x paper remnants
22642,"Plastic packaging food (wrap, packets, containers)",6,"5 x confectionery, 1 x takeaway"
22642,Plastic wrap non food (bubble wrap etc),5,4 x plastic cigarette pack wrap
22642,Cigarette butts & filters,2,
22642,Paper & cardboard packaging,1,1 x chewing gum wrapper
22642,"Lids & tops, pump spray, flow restrictor & similar",1,
22642,Foam insulation & packaging (whole and remnants),1,
22642,Plastic bits & pieces hard & solid,1,
22642,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
22642,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Nu waterbottle
22641,Plastic bits & pieces hard & solid,6,
22641,"Straws, confection sticks, cups, plates & cutlery",5,"3 x McDonalds straws, 2 x straws"
22641,"Plastic packaging food (wrap, packets, containers)",4,"2 x confectionery, 1 x Mentos, 1 x McDonalds"
22641,Cigarette butts & filters,3,
22641,"Foil wrappers, packets, bladders & alfoil",2,
22641,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
22641,Food scraps,2,
22641,"Toys, party poppers, ribbons, clips & similar",1,
22641,"Metal bottle caps, lids & pull tabs",1,
22641,"Municipal activities (tree guard, barrier fence etc)",1,1 x parking ticket
22640,"Plastic packaging food (wrap, packets, containers)",15,"7 x confectionery, 1 x Mentos, 1 x McDonalds, 1 x takeaway, 1 x straw wrapper, 2 x sushi fish, 2 x other food package"
22640,Cigarette butts & filters,11,
22640,"Plastic film remnants (bits of plastic bag, wrap etc)",9,
22640,"Foil wrappers, packets, bladders & alfoil",8,
22640,"Miscellaneous paper, labels & tickets",7,"1 x business card, 2 x paper remnants, 4 x miscellaneous paper"
22640,"Straws, confection sticks, cups, plates & cutlery",3,2 x McDonalds straw
22640,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
22640,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coles waterbottle
22640,Paper & cardboard packaging,1,1 x paper coffee cup
22640,Paper & cardboard packaging,1,1 x chewing gum wrapper
22640,Foam insulation & packaging (whole and remnants),1,
22640,Cable ties & plastic fasteners,1,
22640,Food scraps,1,
22640,"Lids & tops, pump spray, flow restrictor & similar",1,
22640,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
22639,"Plastic packaging food (wrap, packets, containers)",22,"11 x confectionery, 4 x McDonalds, 1 x Boost, 2 x takeaway, 1 x coffee cup lid, 1 x straw wrapper, 2 x other food package"
22639,"Miscellaneous paper, labels & tickets",21,21 x paper remnants
22639,Glass or ceramic broken,12,
22639,"Straws, confection sticks, cups, plates & cutlery",11,"1 x plastic cup, 4 x McDonalds straws, 2 x Seven Eleven straws, 4 x straws"
22639,Plastic wrap non food (bubble wrap etc),9,7 x plastic cigarette pack wrap
22639,"Foil wrappers, packets, bladders & alfoil",6,
22639,Paper & cardboard packaging,5,"1 x paper coffee cup, 2 x McDonalds, 2 x takeaway"
22639,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
22639,"Plastic bags supermarket, garbage, dog poo, ice",3,"1 x ziplock bag, 1 x other plastic bag, 1 x Mitsubishi plastic bag"
22639,"Cloth, clothing, hats & towels",2,
22639,"Pens, markers & other plastic stationary",1,
22639,"Lids & tops, pump spray, flow restrictor & similar",1,
22639,Aluminium cans,1,1 x Coke
22639,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mount Franklin
22639,Personal care & pharmaceutical packaging,1,
22638,Cigarette butts & filters,17,
22638,Plastic bits & pieces hard & solid,7,
22638,"Miscellaneous paper, labels & tickets",5,5 x paper remnants
22638,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
22638,"Foil wrappers, packets, bladders & alfoil",5,
22638,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
22638,Foam insulation & packaging (whole and remnants),2,
22638,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
22638,"Wooden confection sticks, pencils, matches etc",1,
22638,Paper & cardboard packaging,1,1 x takeaway
22638,"Plastic packaging food (wrap, packets, containers)",1,1 x McDonalds
22637,Cigarette butts & filters,7,
22637,Foam insulation & packaging (whole and remnants),5,
22637,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
22637,"Wooden confection sticks, pencils, matches etc",1,
22637,"Lids & tops, pump spray, flow restrictor & similar",1,
22637,"Miscellaneous paper, labels & tickets",1,1 x paper receipt
22637,Plastic bits & pieces hard & solid,1,
22637,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
22637,Recreation & outdoor equipment,1,1 x bike guard
22636,Cigarette butts & filters,266,
22636,"Plastic film remnants (bits of plastic bag, wrap etc)",53,
22636,"Metal bottle caps, lids & pull tabs",47,
22636,"Miscellaneous paper, labels & tickets",45,"1 x paper receipt, 44 x paper remnants"
22636,"Plastic packaging food (wrap, packets, containers)",36,"7 x confectionery, 3 x Mentos, 9 x coffee cup lid, 1 x VB packaging, 16 x other food package"
22636,Plastic wrap non food (bubble wrap etc),35,35 x plastic cigarette pack wrap
22636,Metal scrap & remnants,16,
22636,"Toys, party poppers, ribbons, clips & similar",8,8 x confetti/glitter
22636,Glass or ceramic broken,8,
22636,Plastic bits & pieces hard & solid,6,
22636,Foam insulation & packaging (whole and remnants),6,
22636,"Plastic drink bottles (water, juice, milk, soft drink)",5,"2 x Big M, 1 x Frantelle water, 1 x Mildura Juice"
22636,"Foil wrappers, packets, bladders & alfoil",5,
22636,"Plastic bags supermarket, garbage, dog poo, ice",4,"1 x ziplock bag, 2 x fruit and vege bags, 1 x other plastic bag"
22636,Aluminium cans,3,"1 x Red Bull, 1 x San Pallegrino, 1 x Woodstock Bourbon"
22636,Paper & cardboard packaging,3,"1 x VB cardboard package, 2 x paper coffee cup"
22636,"Packaging accessories (seals, reels, spools, handles)",3,2 x plastic labels
22636,Glass beer stubbies & pre-mixed alcohol bottles,2,"1 x Cascade, 1 x VB"
22636,"Newspaper, magazines & brochures",2,
22636,"Lids & tops, pump spray, flow restrictor & similar",2,
22636,"Building & trades materials, fixings & fittings",1,
22636,Personal care & pharmaceutical packaging,1,
22636,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22636,"Straws, confection sticks, cups, plates & cutlery",1,1 x cutlery
22635,"Plastic film remnants (bits of plastic bag, wrap etc)",25,
22635,"Miscellaneous paper, labels & tickets",12,12 x paper remnants
22635,Plastic wrap non food (bubble wrap etc),8,8 x plastic cigarette pack wrap
22635,Cigarette butts & filters,7,
22635,"Plastic packaging food (wrap, packets, containers)",6,"4 x confectionery, 1 x takeaway, 1 x other food package"
22635,"Foil wrappers, packets, bladders & alfoil",3,
22635,Aluminium cans,2,"1 x Coke, 1 x Woodstock Bourbon"
22635,Paper & cardboard packaging,2,"1 x takeaway, 1 x cardboard cigarette pack"
22635,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
22635,Plastic wrap non food (bubble wrap etc),1,1 x Coles Stikeez packet
22635,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
22634,Cigarette butts & filters,27,
22634,Plastic wrap non food (bubble wrap etc),14,10 x plastic cigarette pack wrap
22634,"Miscellaneous paper, labels & tickets",9,"1 x paper receipt, 8 x paper remnants"
22634,"Plastic packaging food (wrap, packets, containers)",5,5 x confectionery
22634,Paper & cardboard packaging,3,"1 x takeaway, 1 x McDonalds, 1 x cardboard cigarette pack"
22634,Foam insulation & packaging (whole and remnants),3,
22634,Occupational health & safety items,1,
22634,Paper & cardboard packaging,1,1 x chewing gum wrapper
22634,"Metal building & trades materials, fixings & fittings",1,
22634,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
22634,Rubber remnants,1,
22634,"Toys, party poppers, ribbons, clips & similar",1,
22634,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x Coles ziplock bag
22633,Plastic wrap non food (bubble wrap etc),87,81 x plastic cigarette pack wrap
22633,Cigarette butts & filters,78,
22633,"Plastic packaging food (wrap, packets, containers)",24,"19 x confectionery, 1 x Mentos, 2 x straw wrapper, 2 x sushi fish"
22633,"Miscellaneous paper, labels & tickets",17,"2 x paper receipts, 15 x paper remnants"
22633,"Foil wrappers, packets, bladders & alfoil",12,
22633,"Plastic film remnants (bits of plastic bag, wrap etc)",6,
22633,"Toys, party poppers, ribbons, clips & similar",3,
22633,"Lids & tops, pump spray, flow restrictor & similar",3,
22633,"Plastic bags supermarket, garbage, dog poo, ice",3,"1 x grey shopping bag, 2 x ziplock bags"
22633,Aluminium cans,2,"1 x Coke, 1 x Red Bull"
22633,"Straws, confection sticks, cups, plates & cutlery",2,2 x lollipop sticks
22633,Plastic bits & pieces hard & solid,2,
22633,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coke
22633,Foam insulation & packaging (whole and remnants),1,
22631,"Plastic packaging food (wrap, packets, containers)",31,"23 x confectionery, 4 x Mentos, 1 x takeaway, 3 x coffee cup lids"
22631,Plastic wrap non food (bubble wrap etc),19,16 x plastic cigarette pack wrap
22631,"Miscellaneous paper, labels & tickets",17,"1 x business card, 16 x paper remnants"
22631,Cigarette butts & filters,16,
22631,"Straws, confection sticks, cups, plates & cutlery",7,"2 x plastic cup, 1 x cutlery, 2 x straws, 2 x lollipop sticks"
22631,Paper & cardboard packaging,6,"1 x cardboard package, 2 x Seven Eleven coffee cup, 3 x paper coffee cup"
22631,"Foil wrappers, packets, bladders & alfoil",6,
22631,"Toys, party poppers, ribbons, clips & similar",5,
22631,Foam insulation & packaging (whole and remnants),5,
22631,Paper & cardboard packaging,5,5 x chewing gum wrapper
22631,"Plastic drink bottles (water, juice, milk, soft drink)",4,"2 x Coles waterbottle, 1 x Nu waterbottle, 1 x Aloe Mate drink"
22631,"Tape adhesive, electrical, duct, hazard marker & rolls",4,
22631,Aluminium cans,3,"2 x Coke, 1 x Woodstock Bourbon "
22631,"Plastic bags supermarket, garbage, dog poo, ice",2,"1 x white shopping bag, 1 x ziplock bag"
22631,"Lids & tops, pump spray, flow restrictor & similar",1,
22631,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Pepsi
22631,Metal scrap & remnants,1,
22631,Strapping band whole (record as single item),1,
22631,"Foam cups, food packs & trays",1,
22631,Tetra packs & drink cartons,1,
22631,Recreation & outdoor equipment,1,1 x 1kg weight
22630,Cigarette butts & filters,62,
22630,Plastic wrap non food (bubble wrap etc),39,39 x plastic cigarette pack wrap
22630,"Miscellaneous paper, labels & tickets",38,"1 x parking ticket, 35 x paper remnants, 2 x miscellaneous paper"
22630,"Plastic film remnants (bits of plastic bag, wrap etc)",33,
22630,"Plastic packaging food (wrap, packets, containers)",25,"20 x confectionery, 1 x takeaway, 1 x Seven Eleven, 2 x coffee cup lids, 1 x straw wrapper"
22630,Foam insulation & packaging (whole and remnants),15,
22630,"Foil wrappers, packets, bladders & alfoil",7,
22630,Food scraps,6,
22630,"Plastic bags supermarket, garbage, dog poo, ice",6,"1 x ziplock bag, 1 x Woolworths shopping bag, 2 x fruit and vege bags, 1 x other plastic bag, 1 x Bread Top bag"
22630,Plastic bits & pieces hard & solid,5,
22630,"Plastic drink bottles (water, juice, milk, soft drink)",4,"1 x Seven Eleven waterbottle, 1 x Coles waterbottle, 1 x Fruit-O, 1 x Pump water"
22630,"Municipal activities (tree guard, barrier fence etc)",2,1 x parking ticket
22630,"Newspaper, magazines & brochures",2,
22630,"Plastic packaging food (wrap, packets, containers)",2,"1 x Coles food package, 1 x ORS olive oil bottle"
22630,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
22630,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
22630,Paper & cardboard packaging,1,1 x chewing gum wrapper
22630,Paper & cardboard packaging,1,1 x cardboard package
22630,Aluminium cans,1,1 x Coke
22630,Personal care & pharmaceutical packaging,1,
22629,Cigarette butts & filters,69,
22629,"Miscellaneous paper, labels & tickets",52,52 x paper remnants
22629,Plastic wrap non food (bubble wrap etc),24,24 x plastic cigarette pack wrap
22629,"Plastic film remnants (bits of plastic bag, wrap etc)",20,
22629,Foam insulation & packaging (whole and remnants),15,
22629,"Plastic packaging food (wrap, packets, containers)",14,"6 x confectionery, 1 x Mentos, 3 x takeaway, 1 x Seven Eleven coffee cup lid, 2 x coffee cup lids, 1 x sushi fish"
22629,Food scraps,12,
22629,"Foil wrappers, packets, bladders & alfoil",4,
22629,"Personal effects (wallets, money, keys, jewellery)",3,
22629,"Straws, confection sticks, cups, plates & cutlery",2,2 x straws
22629,"Plastic packaging food (wrap, packets, containers)",2,2 x Share Bubble Tea straw wrapper
22629,Paper & cardboard packaging,1,1 x Seven Eleven coffee cup
22629,Cigarette lighters,1,
22629,"Metal bottle caps, lids & pull tabs",1,
22629,"Metal building & trades materials, fixings & fittings",1,
22629,Aluminium cans,1,1 x V Energy drink
22629,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
22629,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
22629,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)",1,
22628,Plastic wrap non food (bubble wrap etc),104,103 x plastic cigarette pack wrap
22628,Cigarette butts & filters,61,
22628,"Miscellaneous paper, labels & tickets",38,"1 x business card, 35 x paper remnants, 2 x miscellaneous paper"
22628,"Plastic packaging food (wrap, packets, containers)",35,"29 x confectionery, 3 x Mentos, 1 x Feeling Fruity cup, 1 x takeaway, 1 x red bubble tea straw stopper"
22628,"Plastic film remnants (bits of plastic bag, wrap etc)",24,
22628,"Foil wrappers, packets, bladders & alfoil",19,
22628,"Plastic packaging food (wrap, packets, containers)",16,"2 x coffee cup lids, 7 x Chatime Bubble Tea straw wrappers, 1 x Share Bubble Tea straw wrapper, 6 x straw wrapper"
22628,"Plastic packaging food (wrap, packets, containers)",7,7 x other food package
22628,"Plastic bags supermarket, garbage, dog poo, ice",6,"2 x ziplock bags, 1 x fruit and vege bag, 1 x Bread Top bag, 2 x other plastic bags"
22628,"Packaging accessories (seals, reels, spools, handles)",4,3 x plastic labels
22628,"Straws, confection sticks, cups, plates & cutlery",3,"2 x bubble tea straws, 1 x lollipop stick"
22628,Paper & cardboard packaging,3,"1 x paper coffee cup, 1 x Bakers Delight, 1 x takeaway"
22628,Occupational health & safety items,2,
22628,Aluminium cans,2,"1 x Solo, 1 x Coke"
22628,Paper & cardboard packaging,2,2 x chewing gum wrapper
22628,Foam insulation & packaging (whole and remnants),2,
22628,Rubber remnants,1,
22628,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22628,"Toys, party poppers, ribbons, clips & similar",1,1 x ribbon/balloon clip
22628,Plastic bits & pieces hard & solid,1,
22628,Strapping band scraps,1,
22628,"Lids & tops, pump spray, flow restrictor & similar",1,
22628,"Newspaper, magazines & brochures",1,
22628,Food scraps,1,
22627,Cigarette butts & filters,61,
22627,"Miscellaneous paper, labels & tickets",16,16 x paper remnants
22627,"Plastic packaging food (wrap, packets, containers)",9,"2 x confectionery, 1 x Seven Eleven, 2 x coffee cup lids, 2 x sushi fish, 1 x Mount Franklin waterbottle label, 1 x other food package"
22627,Paper & cardboard packaging,8,"2 x Ticos coffee cup, 1 x Seven Eleven coffee cup, 5 x cardboard cigarette pack"
22627,"Foil wrappers, packets, bladders & alfoil",7,
22627,"Lids & tops, pump spray, flow restrictor & similar",7,
22627,"Plastic drink bottles (water, juice, milk, soft drink)",6,"3 x Maximus, 1 x Powerade, 1 x Sunkist"
22627,"Straws, confection sticks, cups, plates & cutlery",6,6 x cutlery
22627,Plastic bits & pieces hard & solid,5,
22627,Foam insulation & packaging (whole and remnants),3,
22627,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
22627,"Packaging accessories (seals, reels, spools, handles)",3,2 x plastic labels
22627,Plastic wrap non food (bubble wrap etc),2,1 x plastic cigarette pack wrap
22627,Strapping band scraps,1,
22627,Aluminium cans,1,1 x Monster
22627,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x white shopping bag - thicker
22626,Foam insulation & packaging (whole and remnants),7,
22626,Plastic bits & pieces hard & solid,4,
22626,"Miscellaneous paper, labels & tickets",3,"2 x paper receipts, 1 x paper remnant"
22626,"Newspaper, magazines & brochures",2,
22626,Cigarette butts & filters,2,
22626,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
22626,"Plastic packaging food (wrap, packets, containers)",1,1 x Seven Eleven coffee cup lid
22626,"Building & trades materials, fixings & fittings",1,
22625,Cigarette butts & filters,8,
22625,"Plastic packaging food (wrap, packets, containers)",7,"5 x confectionery, 1 x McDonalds, 1 Nu waterbottle label"
22625,"Miscellaneous paper, labels & tickets",5,5 x paper remnants
22625,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
22625,Paper & cardboard packaging,4,"1 x Seven Eleven coffee cup, 1 x Subway, 1 x Hungry Jacks, 1 x takeaway"
22625,"Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x Mount Franklin, 1 x Lipton, 1 x Schweppes "
22625,Foam insulation & packaging (whole and remnants),3,
22625,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
22625,Metal scrap & remnants,1,
22625,Plastic first aid materials & equipment (band aids),1,
22625,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
22624,"Plastic packaging food (wrap, packets, containers)",18,"10 x confectionery, 1 x McDonalds, 1 x Hungry Jacks, 2 x takeaway, 3 x coffee cup lids, 1 x other food package"
22624,"Plastic film remnants (bits of plastic bag, wrap etc)",13,
22624,Cigarette butts & filters,13,
22624,Plastic bits & pieces hard & solid,13,
22624,"Miscellaneous paper, labels & tickets",9,9 x paper remnants
22624,Plastic wrap non food (bubble wrap etc),5,4 x plastic cigarette pack wrap
22624,"Tape adhesive, electrical, duct, hazard marker & rolls",5,
22624,"Foil wrappers, packets, bladders & alfoil",4,
22624,Foam insulation & packaging (whole and remnants),4,
22624,"Straws, confection sticks, cups, plates & cutlery",3,"1 x cutlery, 1 x McDonalds straw, 1 x straw"
22624,"Cloth, clothing, hats & towels",2,
22624,Paper & cardboard packaging,2,"1 x Foodary coffee cup, 1 x McDonalds coffee cup"
22624,"Plastic drink bottles (water, juice, milk, soft drink)",2,2 x North Brook waterbottle
22624,"Sanitary (tissues, nappies, condoms, cotton buds)",2,1 x cotton bud stick
22624,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)",1,
22624,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
