event_id,item,event_item,total,note
20757,"Miscellaneous paper, labels & tickets","20757 Miscellaneous paper, labels & tickets",19,"1 x paper receipt, 18 x paper remnant"
20757,"Plastic bags supermarket, garbage, dog poo, ice","20757 Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
20757,"Plastic packaging food (wrap, packets, containers)","20757 Plastic packaging food (wrap, packets, containers)",11,"9 x confectionery, 2 x Mentos"
20757,Plastic wrap non food (bubble wrap etc),20757 Plastic wrap non food (bubble wrap etc),6,"1 x plastic wrap non-food, 5 x plastic cigarette pack wrap"
20758,Cigarette butts & filters,20758 Cigarette butts & filters,14,
20758,"Foil wrappers, packets, bladders & alfoil","20758 Foil wrappers, packets, bladders & alfoil",2,
20758,"Miscellaneous paper, labels & tickets","20758 Miscellaneous paper, labels & tickets",9,"6 x paper receipts, 3 x miscellaneous paper"
20758,"Plastic bags supermarket, garbage, dog poo, ice","20758 Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
20758,Plastic bits & pieces hard & solid,20758 Plastic bits & pieces hard & solid,1,
20758,"Plastic film remnants (bits of plastic bag, wrap etc)","20758 Plastic film remnants (bits of plastic bag, wrap etc)",3,
20758,"Plastic packaging food (wrap, packets, containers)","20758 Plastic packaging food (wrap, packets, containers)",5,"4 x confectionery, 1 x Mentos"
20758,Plastic wrap non food (bubble wrap etc),20758 Plastic wrap non food (bubble wrap etc),7,7 x plastic cigarette pack wrap
20758,"Straws, confection sticks, cups, plates & cutlery","20758 Straws, confection sticks, cups, plates & cutlery",2,"1 x straw, 1 x McDonalds straw"
20760,Aluminium cans,20760 Aluminium cans,2,"1 x RedBull, 1 x Wildboar Bourbon"
20760,Cable ties & plastic fasteners,20760 Cable ties & plastic fasteners,2,
20760,Cigarette butts & filters,20760 Cigarette butts & filters,7,
20760,"Cloth, clothing, hats & towels","20760 Cloth, clothing, hats & towels",1,
20760,Glass or ceramic broken,20760 Glass or ceramic broken,44,
20760,"Miscellaneous paper, labels & tickets","20760 Miscellaneous paper, labels & tickets",8,8 x paper remnants
20760,Plastic bits & pieces hard & solid,20760 Plastic bits & pieces hard & solid,20,
20760,"Plastic drink bottles (water, juice, milk, soft drink)","20760 Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Maximus, 1 x Coles water bottle"
20760,"Plastic packaging food (wrap, packets, containers)","20760 Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
20760,Pollution Rating,20760 Pollution Rating,0,810 plastic resin pellets found in trap
20760,"Processed timber, pallets & other wood","20760 Processed timber, pallets & other wood",1,
20760,"Straws, confection sticks, cups, plates & cutlery","20760 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20761,Aluminium cans,20761 Aluminium cans,1,1 x Woodstock Bourbon
20761,"Building & trades materials, fixings & fittings","20761 Building & trades materials, fixings & fittings",1,1 x plastic tile spacer
20761,Cigarette butts & filters,20761 Cigarette butts & filters,7,
20761,"Foam cups, food packs & trays","20761 Foam cups, food packs & trays",1,
20761,Foam insulation & packaging (whole and remnants),20761 Foam insulation & packaging (whole and remnants),14,
20761,"Foil wrappers, packets, bladders & alfoil","20761 Foil wrappers, packets, bladders & alfoil",3,
20761,Plastic bits & pieces hard & solid,20761 Plastic bits & pieces hard & solid,21,
20761,"Plastic film remnants (bits of plastic bag, wrap etc)","20761 Plastic film remnants (bits of plastic bag, wrap etc)",5,
20761,"Plastic packaging food (wrap, packets, containers)","20761 Plastic packaging food (wrap, packets, containers)",2,2 x confectionery
20761,Plastic wrap non food (bubble wrap etc),20761 Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
20761,Pollution Rating,20761 Pollution Rating,0,1100 plastic resin pellets removed from trap
20762,Aluminium cans,20762 Aluminium cans,3,"1 x Pepsi, 1 x Redbull, 1 x Smirnoff"
20762,Cable ties & plastic fasteners,20762 Cable ties & plastic fasteners,6,
20762,Cigarette butts & filters,20762 Cigarette butts & filters,8,
20762,"Cloth, clothing, hats & towels","20762 Cloth, clothing, hats & towels",2,
20762,"Construction material (brick, cement, pipe)","20762 Construction material (brick, cement, pipe)",2,
20762,Foam insulation & packaging (whole and remnants),20762 Foam insulation & packaging (whole and remnants),3,
20762,Glass or ceramic broken,20762 Glass or ceramic broken,2,
20762,"Lids & tops, pump spray, flow restrictor & similar","20762 Lids & tops, pump spray, flow restrictor & similar",2,
20762,"Miscellaneous paper, labels & tickets","20762 Miscellaneous paper, labels & tickets",1,1 x paper remnants
20762,Plastic bits & pieces hard & solid,20762 Plastic bits & pieces hard & solid,12,
20762,"Plastic film remnants (bits of plastic bag, wrap etc)","20762 Plastic film remnants (bits of plastic bag, wrap etc)",2,
20762,Pollution Rating,20762 Pollution Rating,0,3396 plastic resin pellets removed from the trap
20762,"Processed timber, pallets & other wood","20762 Processed timber, pallets & other wood",14,
20762,Rubber remnants,20762 Rubber remnants,3,
20762,"Sanitary (tissues, nappies, condoms, cotton buds)","20762 Sanitary (tissues, nappies, condoms, cotton buds)",2,
20762,"Straws, confection sticks, cups, plates & cutlery","20762 Straws, confection sticks, cups, plates & cutlery",2,"1 x straw, 1 x McDonalds straw"
20762,Tags,20762 Tags,1,
20763,Aluminium cans,20763 Aluminium cans,1,1 x Rockstar
20763,Cigarette butts & filters,20763 Cigarette butts & filters,10,
20763,"Foam cups, food packs & trays","20763 Foam cups, food packs & trays",2,
20763,Foam insulation & packaging (whole and remnants),20763 Foam insulation & packaging (whole and remnants),21,
20763,"Foil wrappers, packets, bladders & alfoil","20763 Foil wrappers, packets, bladders & alfoil",4,
20763,"Lids & tops, pump spray, flow restrictor & similar","20763 Lids & tops, pump spray, flow restrictor & similar",1,
20763,Metal scrap & remnants,20763 Metal scrap & remnants,1,1 x metal shaving
20763,"Miscellaneous paper, labels & tickets","20763 Miscellaneous paper, labels & tickets",3,"2 x paper remnants, 1 x miscellaneous paper"
20763,"Packaging accessories (seals, reels, spools, handles)","20763 Packaging accessories (seals, reels, spools, handles)",2,
20763,Plastic bits & pieces hard & solid,20763 Plastic bits & pieces hard & solid,9,
20763,"Plastic film remnants (bits of plastic bag, wrap etc)","20763 Plastic film remnants (bits of plastic bag, wrap etc)",6,
20763,Plastic wrap non food (bubble wrap etc),20763 Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
20763,Pollution Rating,20763 Pollution Rating,0,3050 plastic resin pellets removed from trap
20763,Tags,20763 Tags,1,
20763,"Tape adhesive, electrical, duct, hazard marker & rolls","20763 Tape adhesive, electrical, duct, hazard marker & rolls",1,
20764,"Building & trades materials, fixings & fittings","20764 Building & trades materials, fixings & fittings",1,1 x tile spacer
20764,Cigarette butts & filters,20764 Cigarette butts & filters,12,
20764,"Cloth, clothing, hats & towels","20764 Cloth, clothing, hats & towels",1,
20764,"Miscellaneous paper, labels & tickets","20764 Miscellaneous paper, labels & tickets",12,12 x miscellaneous paper
20764,Paper & cardboard packaging,20764 Paper & cardboard packaging,9,"1 x Soul Origin coffee cup, 8 x McDonalds takeaway"
20764,"Plastic bags supermarket, garbage, dog poo, ice","20764 Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
20764,Plastic bits & pieces hard & solid,20764 Plastic bits & pieces hard & solid,5,
20764,"Plastic packaging food (wrap, packets, containers)","20764 Plastic packaging food (wrap, packets, containers)",3,"1 x takeaway, 1 x coffee cup lid, 1 x other food package"
20764,Pollution Rating,20764 Pollution Rating,0,476 plastic resin pellets
20772,Cigarette butts & filters,20772 Cigarette butts & filters,80,
20772,"Construction material (brick, cement, pipe)","20772 Construction material (brick, cement, pipe)",1,
20772,Foam insulation & packaging (whole and remnants),20772 Foam insulation & packaging (whole and remnants),1,
20772,"Metal bottle caps, lids & pull tabs","20772 Metal bottle caps, lids & pull tabs",5,
20772,Metal motor vehicle parts & batteries,20772 Metal motor vehicle parts & batteries,1,1 x metal windscreen wiper
20772,"Miscellaneous paper, labels & tickets","20772 Miscellaneous paper, labels & tickets",23,"1 x paper receipt, 22 x paper remnants"
20772,"Plastic film remnants (bits of plastic bag, wrap etc)","20772 Plastic film remnants (bits of plastic bag, wrap etc)",48,
20772,Plastic wrap non food (bubble wrap etc),20772 Plastic wrap non food (bubble wrap etc),1,
20772,"Processed timber, pallets & other wood","20772 Processed timber, pallets & other wood",1,
20772,"Sanitary (tissues, nappies, condoms, cotton buds)","20772 Sanitary (tissues, nappies, condoms, cotton buds)",2,
20772,Strapping band whole (record as single item),20772 Strapping band whole (record as single item),1,
20772,"Toys, party poppers, ribbons, clips & similar","20772 Toys, party poppers, ribbons, clips & similar",1,
20773,Cigarette butts & filters,20773 Cigarette butts & filters,32,1 x e-cigarette
20773,Foam insulation & packaging (whole and remnants),20773 Foam insulation & packaging (whole and remnants),17,
20773,"Foil wrappers, packets, bladders & alfoil","20773 Foil wrappers, packets, bladders & alfoil",17,
20773,Food scraps,20773 Food scraps,1,
20773,Glass or ceramic broken,20773 Glass or ceramic broken,4,
20773,"Lids & tops, pump spray, flow restrictor & similar","20773 Lids & tops, pump spray, flow restrictor & similar",2,
20773,Medical waste,20773 Medical waste,1,
20773,"Metal bottle caps, lids & pull tabs","20773 Metal bottle caps, lids & pull tabs",1,
20773,Metal scrap & remnants,20773 Metal scrap & remnants,1,
20773,Metal tools,20773 Metal tools,1,
20773,"Newspaper, magazines & brochures","20773 Newspaper, magazines & brochures",2,
20773,Organic materials,20773 Organic materials,1,1 x human tooth
20773,Plastic bits & pieces hard & solid,20773 Plastic bits & pieces hard & solid,2,
20773,"Plastic electrical cable, connectors & fittings","20773 Plastic electrical cable, connectors & fittings",1,
20773,"Plastic film remnants (bits of plastic bag, wrap etc)","20773 Plastic film remnants (bits of plastic bag, wrap etc)",97,
20773,Plastic wrap non food (bubble wrap etc),20773 Plastic wrap non food (bubble wrap etc),56,"6 x plastic wrap non-food, 50 x plastic cigarette pack wrap"
20773,"Rubber balloons, balls & toys, elastic straps & bands","20773 Rubber balloons, balls & toys, elastic straps & bands",2,2 x rubber bands
20773,Rubber remnants,20773 Rubber remnants,1,
20773,"Sanitary (tissues, nappies, condoms, cotton buds)","20773 Sanitary (tissues, nappies, condoms, cotton buds)",4,
20773,"Toys, party poppers, ribbons, clips & similar","20773 Toys, party poppers, ribbons, clips & similar",2,
20780,Cable ties & plastic fasteners,20780 Cable ties & plastic fasteners,1,
20780,Cigarette butts & filters,20780 Cigarette butts & filters,138,
20780,"Foil wrappers, packets, bladders & alfoil","20780 Foil wrappers, packets, bladders & alfoil",16,
20780,"Lids & tops, pump spray, flow restrictor & similar","20780 Lids & tops, pump spray, flow restrictor & similar",5,
20780,"Miscellaneous paper, labels & tickets","20780 Miscellaneous paper, labels & tickets",6,6 x paper remnants
20780,"Plastic bags supermarket, garbage, dog poo, ice","20780 Plastic bags supermarket, garbage, dog poo, ice",2,2 x ziplock bags
20780,Plastic bits & pieces hard & solid,20780 Plastic bits & pieces hard & solid,12,
20780,"Plastic film remnants (bits of plastic bag, wrap etc)","20780 Plastic film remnants (bits of plastic bag, wrap etc)",16,
20780,Plastic wrap non food (bubble wrap etc),20780 Plastic wrap non food (bubble wrap etc),33,33 x plastic cigarette pack wrap
20780,"Rubber balloons, balls & toys, elastic straps & bands","20780 Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
20780,"Sanitary (tissues, nappies, condoms, cotton buds)","20780 Sanitary (tissues, nappies, condoms, cotton buds)",4,
20780,Strapping band scraps,20780 Strapping band scraps,2,
20780,"Straws, confection sticks, cups, plates & cutlery","20780 Straws, confection sticks, cups, plates & cutlery",7,"2 x cutlery, 5 x straws"
20781,Cigarette butts & filters,20781 Cigarette butts & filters,53,
20781,Foam insulation & packaging (whole and remnants),20781 Foam insulation & packaging (whole and remnants),22,
20781,Foam sponge sheeting (mattress & similar),20781 Foam sponge sheeting (mattress & similar),2,
20781,"Foil wrappers, packets, bladders & alfoil","20781 Foil wrappers, packets, bladders & alfoil",8,
20781,"Miscellaneous paper, labels & tickets","20781 Miscellaneous paper, labels & tickets",51,"3 x paper receipts, 48 x paper remnants"
20781,Paper & cardboard packaging,20781 Paper & cardboard packaging,4,4 x takeaway
20781,"Personal effects (wallets, money, keys, jewellery)","20781 Personal effects (wallets, money, keys, jewellery)",1,
20781,"Plastic bags supermarket, garbage, dog poo, ice","20781 Plastic bags supermarket, garbage, dog poo, ice",4,"1 x white shopping bag, 4 x fruit and veg bags, 2 x other plastic bags"
20781,Plastic bits & pieces hard & solid,20781 Plastic bits & pieces hard & solid,2,
20781,"Plastic film remnants (bits of plastic bag, wrap etc)","20781 Plastic film remnants (bits of plastic bag, wrap etc)",25,
20781,Plastic wrap non food (bubble wrap etc),20781 Plastic wrap non food (bubble wrap etc),11,"1 x plastic wrap non-food, 10 x plastic cigarette pack wrap"
20781,"Processed timber, pallets & other wood","20781 Processed timber, pallets & other wood",1,
20781,"Tape adhesive, electrical, duct, hazard marker & rolls","20781 Tape adhesive, electrical, duct, hazard marker & rolls",2,
20782,Aluminium cans,20782 Aluminium cans,1,1 x Monster drink
20782,Cigarette butts & filters,20782 Cigarette butts & filters,73,
20782,Foam insulation & packaging (whole and remnants),20782 Foam insulation & packaging (whole and remnants),3,
20782,"Foil wrappers, packets, bladders & alfoil","20782 Foil wrappers, packets, bladders & alfoil",16,
20782,"Lids & tops, pump spray, flow restrictor & similar","20782 Lids & tops, pump spray, flow restrictor & similar",5,
20782,"Miscellaneous paper, labels & tickets","20782 Miscellaneous paper, labels & tickets",23,"7 x paper receipts, 16 x paper remnants"
20782,Occupational health & safety items,20782 Occupational health & safety items,1,
20782,"Plastic bags supermarket, garbage, dog poo, ice","20782 Plastic bags supermarket, garbage, dog poo, ice",5,"1 x grey shopping bag, 2 x ziplock bags, 2 x fruit and veg bags"
20782,Plastic bits & pieces hard & solid,20782 Plastic bits & pieces hard & solid,7,
20782,"Plastic drink bottles (water, juice, milk, soft drink)","20782 Plastic drink bottles (water, juice, milk, soft drink)",2,1 x North Brook Spring Water
20782,"Plastic film remnants (bits of plastic bag, wrap etc)","20782 Plastic film remnants (bits of plastic bag, wrap etc)",147,
20782,Plastic wrap non food (bubble wrap etc),20782 Plastic wrap non food (bubble wrap etc),46,"4 x plastic wrap non-food, 42 x plastic cigarette pack wrap"
20782,"Sanitary (tissues, nappies, condoms, cotton buds)","20782 Sanitary (tissues, nappies, condoms, cotton buds)",2,2 x cotton bud sticks
20782,Strapping band scraps,20782 Strapping band scraps,5,
20782,"Straws, confection sticks, cups, plates & cutlery","20782 Straws, confection sticks, cups, plates & cutlery",10,"2 x plastic cups, 8 x bubble tea straws"
20782,"Toys, party poppers, ribbons, clips & similar","20782 Toys, party poppers, ribbons, clips & similar",2,
20783,Aluminium cans,20783 Aluminium cans,1,1 x Pepsi
20783,Cigarette butts & filters,20783 Cigarette butts & filters,16,
20783,Fibreglass fragments,20783 Fibreglass fragments,1,
20783,Foam insulation & packaging (whole and remnants),20783 Foam insulation & packaging (whole and remnants),4,
20783,"Foil wrappers, packets, bladders & alfoil","20783 Foil wrappers, packets, bladders & alfoil",2,
20783,Metal tools,20783 Metal tools,1,1 x razor blade
20783,"Miscellaneous paper, labels & tickets","20783 Miscellaneous paper, labels & tickets",2,2 x paper receipts
20783,"Newspaper, magazines & brochures","20783 Newspaper, magazines & brochures",1,
20783,"Plastic bags supermarket, garbage, dog poo, ice","20783 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
20783,Plastic bits & pieces hard & solid,20783 Plastic bits & pieces hard & solid,1,
20783,"Plastic film remnants (bits of plastic bag, wrap etc)","20783 Plastic film remnants (bits of plastic bag, wrap etc)",4,
20783,"Plastic packaging food (wrap, packets, containers)","20783 Plastic packaging food (wrap, packets, containers)",6,"4 x confectionery, 1 x takeaway, 1 x Taiwan fruit tea cup takeaway"
20783,Plastic wrap non food (bubble wrap etc),20783 Plastic wrap non food (bubble wrap etc),6,6 x plastic cigarette pack wrap
20784,Cigarette butts & filters,20784 Cigarette butts & filters,16,
20784,Foam insulation & packaging (whole and remnants),20784 Foam insulation & packaging (whole and remnants),5,
20784,"Lids & tops, pump spray, flow restrictor & similar","20784 Lids & tops, pump spray, flow restrictor & similar",5,
20784,"Metal bottle caps, lids & pull tabs","20784 Metal bottle caps, lids & pull tabs",5,
20784,Metal tools,20784 Metal tools,1,1 x pin
20784,"Plastic bags supermarket, garbage, dog poo, ice","20784 Plastic bags supermarket, garbage, dog poo, ice",1,1 x white shopping bag
20784,"Plastic drink bottles (water, juice, milk, soft drink)","20784 Plastic drink bottles (water, juice, milk, soft drink)",2,2 x Ice Break ice-coffee bottles
20784,"Plastic film remnants (bits of plastic bag, wrap etc)","20784 Plastic film remnants (bits of plastic bag, wrap etc)",29,
20784,"Plastic packaging food (wrap, packets, containers)","20784 Plastic packaging food (wrap, packets, containers)",18,"11 x confectionery, 1 x Frosty Fruits, 1 x Snickers, 5 x Mentos"
20784,Strapping band scraps,20784 Strapping band scraps,6,
20784,"Straws, confection sticks, cups, plates & cutlery","20784 Straws, confection sticks, cups, plates & cutlery",5,5 x lollipop sticks
20785,Cigarette butts & filters,20785 Cigarette butts & filters,16,
20785,Foam insulation & packaging (whole and remnants),20785 Foam insulation & packaging (whole and remnants),4,
20785,"Foil wrappers, packets, bladders & alfoil","20785 Foil wrappers, packets, bladders & alfoil",4,
20785,"Miscellaneous paper, labels & tickets","20785 Miscellaneous paper, labels & tickets",17,"16 x paper remnants, 1 x miscellaneous paper"
20785,Paper & cardboard packaging,20785 Paper & cardboard packaging,1,1 x Seven Eleven takeaway
20785,"Plastic bags supermarket, garbage, dog poo, ice","20785 Plastic bags supermarket, garbage, dog poo, ice",2,2 x fruit and veg bags
20785,"Plastic film remnants (bits of plastic bag, wrap etc)","20785 Plastic film remnants (bits of plastic bag, wrap etc)",45,
20785,"Plastic packaging food (wrap, packets, containers)","20785 Plastic packaging food (wrap, packets, containers)",34,"26 x confectionery, 1 x Mentos, 1 x takeaway, 4 x straw wrappers, 1 x Mount Franklin water bottle label, 1 x other food package"
20785,Plastic wrap non food (bubble wrap etc),20785 Plastic wrap non food (bubble wrap etc),10,10 x plastic cigarette pack wrap
20785,"Straws, confection sticks, cups, plates & cutlery","20785 Straws, confection sticks, cups, plates & cutlery",2,2 x straws
20786,Aluminium cans,20786 Aluminium cans,1,
20786,Cigarette butts & filters,20786 Cigarette butts & filters,25,
20786,Foam insulation & packaging (whole and remnants),20786 Foam insulation & packaging (whole and remnants),5,
20786,"Foil wrappers, packets, bladders & alfoil","20786 Foil wrappers, packets, bladders & alfoil",6,
20786,Metal scrap & remnants,20786 Metal scrap & remnants,2,
20786,"Miscellaneous paper, labels & tickets","20786 Miscellaneous paper, labels & tickets",10,10 x paper remnants
20786,"Plastic bags supermarket, garbage, dog poo, ice","20786 Plastic bags supermarket, garbage, dog poo, ice",3,"1 x white shopping bag, 1 x garbage bag, 1 x other plastic bag"
20786,Plastic bits & pieces hard & solid,20786 Plastic bits & pieces hard & solid,3,
20786,"Plastic film remnants (bits of plastic bag, wrap etc)","20786 Plastic film remnants (bits of plastic bag, wrap etc)",13,
20786,"Plastic packaging food (wrap, packets, containers)","20786 Plastic packaging food (wrap, packets, containers)",8,"6 x confectionery, 1 x takeaway, 1 x other food package"
20786,"Tape adhesive, electrical, duct, hazard marker & rolls","20786 Tape adhesive, electrical, duct, hazard marker & rolls",1,
20787,Cigarette butts & filters,20787 Cigarette butts & filters,35,
20787,"Cloth, clothing, hats & towels","20787 Cloth, clothing, hats & towels",2,
20787,Container contents intact & spilt content,20787 Container contents intact & spilt content,1,
20787,Foam insulation & packaging (whole and remnants),20787 Foam insulation & packaging (whole and remnants),3,
20787,"Foil wrappers, packets, bladders & alfoil","20787 Foil wrappers, packets, bladders & alfoil",1,
20787,"Lids & tops, pump spray, flow restrictor & similar","20787 Lids & tops, pump spray, flow restrictor & similar",2,
20787,"Metal bottle caps, lids & pull tabs","20787 Metal bottle caps, lids & pull tabs",1,
20787,Metal scrap & remnants,20787 Metal scrap & remnants,1,
20787,"Miscellaneous paper, labels & tickets","20787 Miscellaneous paper, labels & tickets",3,3 x paper remnants
20787,Paper & cardboard packaging,20787 Paper & cardboard packaging,21,"20 x cardboard package, 1 x McDonalds takeaway"
20787,"Plastic bags supermarket, garbage, dog poo, ice","20787 Plastic bags supermarket, garbage, dog poo, ice",1,1 x dog poo bag
20787,Plastic bits & pieces hard & solid,20787 Plastic bits & pieces hard & solid,7,
20787,"Plastic film remnants (bits of plastic bag, wrap etc)","20787 Plastic film remnants (bits of plastic bag, wrap etc)",10,
20787,"Rubber balloons, balls & toys, elastic straps & bands","20787 Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
20787,"Straws, confection sticks, cups, plates & cutlery","20787 Straws, confection sticks, cups, plates & cutlery",2,"1 x plastic cup, 1 x lollipop stick"
20787,"Tape adhesive, electrical, duct, hazard marker & rolls","20787 Tape adhesive, electrical, duct, hazard marker & rolls",1,
20788,Aluminium cans,20788 Aluminium cans,1,1 x Pepsi
20788,Cigarette butts & filters,20788 Cigarette butts & filters,132,
20788,"Foam cups, food packs & trays","20788 Foam cups, food packs & trays",6,
20788,Foam insulation & packaging (whole and remnants),20788 Foam insulation & packaging (whole and remnants),12,
20788,"Foil wrappers, packets, bladders & alfoil","20788 Foil wrappers, packets, bladders & alfoil",22,
20788,Food scraps,20788 Food scraps,4,
20788,Glass or ceramic broken,20788 Glass or ceramic broken,6,
20788,"Lids & tops, pump spray, flow restrictor & similar","20788 Lids & tops, pump spray, flow restrictor & similar",2,
20788,"Metal bottle caps, lids & pull tabs","20788 Metal bottle caps, lids & pull tabs",3,
20788,Metal scrap & remnants,20788 Metal scrap & remnants,1,
20788,"Miscellaneous paper, labels & tickets","20788 Miscellaneous paper, labels & tickets",29,"28 x paper remnants, 1 x miscellaneous paper"
20788,"Packaging accessories (seals, reels, spools, handles)","20788 Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
20788,"Plastic bags supermarket, garbage, dog poo, ice","20788 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
20788,Plastic bits & pieces hard & solid,20788 Plastic bits & pieces hard & solid,5,
20788,"Plastic drink bottles (water, juice, milk, soft drink)","20788 Plastic drink bottles (water, juice, milk, soft drink)",2,2 x Coles spring water bottles
20788,"Plastic film remnants (bits of plastic bag, wrap etc)","20788 Plastic film remnants (bits of plastic bag, wrap etc)",13,
20788,Plastic wrap non food (bubble wrap etc),20788 Plastic wrap non food (bubble wrap etc),77,77 x plastic cigarette pack wrap
20788,"Sanitary (tissues, nappies, condoms, cotton buds)","20788 Sanitary (tissues, nappies, condoms, cotton buds)",1,1 x cotton bud stick
20788,"Straws, confection sticks, cups, plates & cutlery","20788 Straws, confection sticks, cups, plates & cutlery",9,"1 x plastic cup, 8 x straws"
20793,Cable ties & plastic fasteners,20793 Cable ties & plastic fasteners,2,
20793,Cigarette butts & filters,20793 Cigarette butts & filters,16,
20793,"Foil wrappers, packets, bladders & alfoil","20793 Foil wrappers, packets, bladders & alfoil",1,
20793,"Lids & tops, pump spray, flow restrictor & similar","20793 Lids & tops, pump spray, flow restrictor & similar",4,
20793,"Metal bottle caps, lids & pull tabs","20793 Metal bottle caps, lids & pull tabs",1,
20793,"Miscellaneous paper, labels & tickets","20793 Miscellaneous paper, labels & tickets",11,"2 x parking tickets, 2 x paper receipts, 7 x paper remnants"
20793,Paper & cardboard packaging,20793 Paper & cardboard packaging,4,4 x takeaway
20793,Plastic bits & pieces hard & solid,20793 Plastic bits & pieces hard & solid,9,
20793,"Plastic drink bottles (water, juice, milk, soft drink)","20793 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Nu Water bottle 250ml
20793,"Plastic film remnants (bits of plastic bag, wrap etc)","20793 Plastic film remnants (bits of plastic bag, wrap etc)",8,
20793,"Plastic packaging food (wrap, packets, containers)","20793 Plastic packaging food (wrap, packets, containers)",15,"13 x confectionery, 2 x other food package"
20793,Plastic wrap non food (bubble wrap etc),20793 Plastic wrap non food (bubble wrap etc),19,"3 x plastic non-food wrap, 16 x plastic cigarette pack wrap"
20793,"Sanitary (tissues, nappies, condoms, cotton buds)","20793 Sanitary (tissues, nappies, condoms, cotton buds)",1,
20793,"Straws, confection sticks, cups, plates & cutlery","20793 Straws, confection sticks, cups, plates & cutlery",3,3 x straws
20793,"Toys, party poppers, ribbons, clips & similar","20793 Toys, party poppers, ribbons, clips & similar",3,
20794,Aluminium cans,20794 Aluminium cans,2,"1 x Rock Star, 1 x Pepsi"
20794,Cigarette butts & filters,20794 Cigarette butts & filters,23,
20794,Foam insulation & packaging (whole and remnants),20794 Foam insulation & packaging (whole and remnants),1,
20794,"Foil wrappers, packets, bladders & alfoil","20794 Foil wrappers, packets, bladders & alfoil",5,
20794,Glass beer stubbies & pre-mixed alcohol bottles,20794 Glass beer stubbies & pre-mixed alcohol bottles,1,1 x VB beer bottle
20794,Medical waste,20794 Medical waste,1,
20794,"Metal bottle caps, lids & pull tabs","20794 Metal bottle caps, lids & pull tabs",2,
20794,"Miscellaneous paper, labels & tickets","20794 Miscellaneous paper, labels & tickets",10,"1 x parking ticket, 2 x paper receipts, 6 x paper remnants, 1 x miscellaneous paper"
20794,Personal care & pharmaceutical packaging,20794 Personal care & pharmaceutical packaging,2,
20794,"Plastic bags supermarket, garbage, dog poo, ice","20794 Plastic bags supermarket, garbage, dog poo, ice",2,"1 x ziplock bag, 1 x fruit and veg bag"
20794,Plastic bits & pieces hard & solid,20794 Plastic bits & pieces hard & solid,2,
20794,"Plastic film remnants (bits of plastic bag, wrap etc)","20794 Plastic film remnants (bits of plastic bag, wrap etc)",10,
20794,"Plastic packaging food (wrap, packets, containers)","20794 Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 1 x Mentos, 1 x Hungry Jacks takeaway, 1 x Biopak coffee cup lid, 2 x straw wrappers"
20794,Plastic wrap non food (bubble wrap etc),20794 Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
20794,"Sanitary (tissues, nappies, condoms, cotton buds)","20794 Sanitary (tissues, nappies, condoms, cotton buds)",1,1 X nappy
20794,"Straws, confection sticks, cups, plates & cutlery","20794 Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
20794,"Wooden confection sticks, pencils, matches etc","20794 Wooden confection sticks, pencils, matches etc",1,
20795,Aluminium cans,20795 Aluminium cans,1,1 x Redbull
20795,Cigarette butts & filters,20795 Cigarette butts & filters,54,
20795,Drug paraphernalia,20795 Drug paraphernalia,3,3 x needle packages
20795,"Foil wrappers, packets, bladders & alfoil","20795 Foil wrappers, packets, bladders & alfoil",16,
20795,"Lids & tops, pump spray, flow restrictor & similar","20795 Lids & tops, pump spray, flow restrictor & similar",1,
20795,Metal tools,20795 Metal tools,1,1 x screw driver
20795,"Miscellaneous paper, labels & tickets","20795 Miscellaneous paper, labels & tickets",17,"1 x business card, 15 x paper remnants, 1 x school report card"
20795,Paper & cardboard packaging,20795 Paper & cardboard packaging,4,4 x takeaway
20795,Plastic bits & pieces hard & solid,20795 Plastic bits & pieces hard & solid,5,
20795,"Plastic drink bottles (water, juice, milk, soft drink)","20795 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coles Spring Water bottle
20795,"Plastic film remnants (bits of plastic bag, wrap etc)","20795 Plastic film remnants (bits of plastic bag, wrap etc)",21,
20795,"Plastic packaging food (wrap, packets, containers)","20795 Plastic packaging food (wrap, packets, containers)",20,"4 x confectionery, 5 x Mentos, 5 x coffee cup lids, 6 x straw wrappers"
20795,"Sanitary (tissues, nappies, condoms, cotton buds)","20795 Sanitary (tissues, nappies, condoms, cotton buds)",4,
20795,Tetra packs & drink cartons,20795 Tetra packs & drink cartons,1,
